Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,dem_tile,dem_row,dem_column,elevation_m,slope_deg,aspect_deg
24417,NG/PHE/83K6/2015/298,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.647,94.361,N25E094,1271,1300,1705.0,39.5921,344.575
24419,NG/KOH/83K2/2015/173,Nagaland,Kohima,NW downslope of Pfiichama,25.648,94.124,N25E094,1267,446,1279.0,12.0316,308.7998
24420,NG/KOH/83K2/2015/113,Nagaland,Kohima,Between Lerie and Pfiichama,25.649,94.121,N25E094,1264,436,1231.0,23.4174,136.0132
24421,NG/PHE/83K6/2015/336,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.649,94.441,N25E094,1264,1588,1499.0,44.9494,86.7463
24422,NG/PHE/83K10/2017/5,Nagaland,Phek,Waziho to Zipu,25.649428,94.737028,N25E094,1262,2653,1797.0,31.9846,21.0656
24423,NG/KOH/83K2/2015/85,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.65,94.03,N25E094,1260,108,1510.0,22.7232,252.5682
24424,NG/KOH/83K2/2015/37,Nagaland,Kohima,Between Lerie and Pfiichama,25.65,94.122,N25E094,1260,439,1241.0,35.8713,126.7861
24425,NG/KOH/83K2/2015/34,Nagaland,Kohima,Between Lerie and Pfiichama,25.65,94.122,N25E094,1260,439,1241.0,35.8713,126.7861
24426,NG/PHE/83K10/2017/25,Nagaland,Phek,LanezhoKizare road,25.650111,94.510556,N25E094,1260,1838,1214.0,36.2295,144.8327
24427,NG/PHE/83K10/2017/24,Nagaland,Phek,LanezhoKizare road,25.650556,94.5095,N25E094,1258,1834,1255.0,36.511,224.708
24428,NL/KOH/83K02/2014/46,Nagaland,Kohima,St. Bosco School Khonama rock slide,25.65072,94.03294,N25E094,1257,119,1703.0,37.8656,267.315
24429,NG/KOH/83K2/2015/99,Nagaland,Kohima,Southeastern downslope of,25.651,94.119,N25E094,1256,428,1311.0,17.2576,128.7047
24430,NG/PHE/83K6/2015/270,Nagaland,Phek,Pfiitsero-Phesachodu-Chetheba,25.651,94.289,N25E094,1256,1040,1785.0,29.5039,196.5955
24431,NG/KOH/83K2/2015/50,Nagaland,Kohima,Mohonkhola colony,25.651,94.097,N25E094,1256,349,1605.0,23.1434,86.1999
24432,NG/KOH/83K2/2015/52,Nagaland,Kohima,Between Lerie and Pfiichama,25.651,94.121,N25E094,1256,436,1252.0,23.4274,128.0551
24433,NG/KOH/83K2/2015/40,Nagaland,Kohima,Southeastern downslope of,25.651,94.119,N25E094,1256,428,1311.0,17.2576,128.7047
24434,NG/KOH/83K2/2015/118,Nagaland,Kohima,Southeastern downslope of,25.651,94.12,N25E094,1256,432,1276.0,25.1352,158.6784
24435,NG/PHE/83K10/2017/26,Nagaland,Phek,LanezhoKizare road,25.651,94.514833,N25E094,1256,1853,1211.0,39.5533,247.5298
24436,NG/PHE/83K10/2017/27,Nagaland,Phek,LanezhoKizare road,25.651528,94.52225,N25E094,1254,1880,1128.0,46.3029,208.1559
24437,NG/KOH/83K2/2015/62,Nagaland,Kohima,Between Lerie and Pfiichama,25.652,94.121,N25E094,1253,436,1288.0,28.4935,125.0351
24438,NG/PHE/83K6/2015/284,Nagaland,Phek,Pfiitsero-Phesachodu-Chetheba,25.652,94.288,N25E094,1253,1037,1816.0,34.895,221.0364
24439,NG/KOH/83K2/2015/90,Nagaland,Kohima,Between Lerie and Pfiichama,25.652,94.122,N25E094,1253,439,1249.0,31.555,134.8383
24440,NG/KOH/83K2/2015/160,Nagaland,Kohima,On Kohima-Chakhabama road,25.652,94.154,N25E094,1253,554,1127.0,15.0801,167.4906
24441,NG/KOH/83K2/2015/115,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.652,94.03,N25E094,1253,108,1593.0,31.1571,241.1878
24442,NG/PHE/83K10/2017/6,Nagaland,Phek,Waziho to Zipu,25.652361,94.735889,N25E094,1252,2649,1715.0,28.9212,27.5907
24443,NG/PHE/83K14/2017/5,Nagaland,Phek,Mokie,25.652639,94.7705,N25E094,1250,2774,1945.0,36.8594,144.0665
24444,NL/KOH/83K02/2014/45,Nagaland,Kohima,Thedziilieziekie,25.65275,94.032,N25E094,1250,115,1675.0,20.3984,244.8854
24445,NG/KOH/83K2/2015/53,Nagaland,Kohima,Between Lerie and Pfiichama,25.653,94.123,N25E094,1249,443,1277.0,23.7754,148.6857
24446,NG/KOH/83K2/2015/44,Nagaland,Kohima,Southern downslope of Lerie,25.653,94.121,N25E094,1249,436,1325.0,30.5224,126.1799
24447,NG/PHE/83K10/2017/4,Nagaland,Phek,Waziho to Zipu,25.653361,94.734333,N25E094,1248,2644,1614.0,32.5749,306.0914
24448,NG/KOH/83K2/2015/77,Nagaland,Kohima,On the immediate ESE,25.654,94.122,N25E094,1246,439,1354.0,30.2573,168.007
24449,NG/PHE/83K6/2015/254,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.654,94.438,N25E094,1246,1577,1554.0,37.9659,5.2818
24451,NG/PHE/83K6/2015/257,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.655,94.438,N25E094,1242,1577,1571.0,30.1285,143.9894
24452,NL/KOH/83K02/2014/15,Nagaland,Kohima,Forest colony along Kohima Science,25.65653,94.09061,N25E094,1236,326,1575.0,27.6506,24.2883
24453,NG/PHE/83K6/2015/260,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.657,94.439,N25E094,1235,1580,1523.0,15.2733,203.2405
24455,NG/PHE/83K14/2017/66,Nagaland,Phek,Kuzato to Wazeho,25.657361,94.750278,N25E094,1234,2701,1706.0,22.8244,318.5935
24456,NL/KOH/83K02/2014/13,Nagaland,Kohima,Jotsoma forest colony road slide,25.65747,94.08611,N25E094,1233,310,1581.0,17.499,15.6977
24457,NL/KOH/83K02/2014/10,Nagaland,Kohima,Dziina,25.65778,94.05683,N25E094,1232,205,1514.0,38.3971,237.5758
24458,NG/KOH/83K2/2015/179,Nagaland,Kohima,"AG colony, Kohima Town",25.659,94.112,N25E094,1228,403,1376.0,8.0839,78.4952
24460,NG/KOH/83K2/2015/169,Nagaland,Kohima,"Chandmari colony, Kohima",25.659,94.107,N25E094,1228,385,1406.0,25.3532,115.8225
24461,NL/KOH/83K02/2014/44,Nagaland,Kohima,"Government Primary school, forest",25.65967,94.09297,N25E094,1225,335,1479.0,13.1805,9.9357
24462,NG/PHE/83K10/2017/13,Nagaland,Phek,Kohima,25.65975,94.747083,N25E094,1225,2689,1714.0,29.2909,32.4279
24464,NG/PHE/83K14/2017/65,Nagaland,Phek,Kuzato to Wazeho,25.660194,94.7535,N25E094,1223,2713,1673.0,15.1583,39.0325
24465,NG/PHE/83K14/2017/64,Nagaland,Phek,Kuzato to Wazeho,25.660583,94.755389,N25E094,1222,2719,1673.0,34.8618,324.9976
24466,NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,25.66083,94.10278,N25E094,1221,370,1483.0,3.1786,150.9825
24467,NG/KOH/83K2/2015/194,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.661,94.054,N25E094,1220,194,1364.0,41.8051,276.2352
24469,NG/PHE/83K6/2015/323,Nagaland,Phek,Terrace cultivated fields of,25.661,94.388,N25E094,1220,1397,1308.0,14.8178,138.5552
24470,NG/PHE/83K6/2015/276,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.662,94.453,N25E094,1217,1631,1481.0,31.5956,112.0258
24472,NG/KOH/83K2/2015/117,Nagaland,Kohima,"Chandmari colony, Kohima",25.662,94.108,N25E094,1217,389,1391.0,10.11,17.5876
24473,NG/PHE/83K10/2017/3,Nagaland,Phek,Waziho,25.662222,94.719444,N25E094,1216,2590,1364.0,28.532,277.6999
24474,NL/KOH/83K02/2014/40,Nagaland,Kohima,Kohima Army Helipad slide,25.66264,94.11353,N25E094,1214,409,1380.0,12.5767,168.3901
24475,NL/KOH/83K02/2014/01,Nagaland,Kohima,"PWD Road Junction, Kohima Town",25.663,94.10439,N25E094,1213,376,1435.0,18.5794,27.0098
24477,NG/KOH/83K2/2015/189,Nagaland,Kohima,"Assam Rifles Cantonment,",25.663,94.113,N25E094,1213,407,1381.0,10.2711,216.4876
24478,NG/KOH/83K2/2015/32,Nagaland,Kohima,NH-29,25.664,94.101,N25E094,1210,364,1482.0,25.8972,87.1333
24479,NG/KOH/83K2/2015/100,Nagaland,Kohima,"Midland colony, Kohima Town",25.665,94.104,N25E094,1206,374,1401.0,12.7328,116.5992
24480,NG/PHE/83K2/2015/79,Nagaland,Phek,On Chakhabama-Chozuba-,25.665,94.216,N25E094,1206,778,809.0,18.1002,352.1045
24481,NG/PHE/83K2/2015/198,Nagaland,Phek,On Chakhabama-Chozuba-,25.665,94.247,N25E094,1206,889,1479.0,25.4986,281.7501
24483,NG/PHE/83K2/2015/178,Nagaland,Phek,On Chakhabama-Chozuba-,25.665,94.215,N25E094,1206,774,808.0,24.8803,32.1729
24485,NG/PHE/83K2/2015/144,Nagaland,Phek,On Chakhabama-Chozuba-,25.665,94.214,N25E094,1206,770,848.0,21.0623,52.4472
24487,NG/PHE/83K6/2015/256,Nagaland,Phek,Chakhabama-Chozuba-,25.666,94.258,N25E094,1202,929,1576.0,22.4396,29.2909
24488,NG/KOH/83K2/2015/165,Nagaland,Kohima,Southwestern downslope of,25.666,94.09,N25E094,1202,324,1360.0,9.283,261.4568
24489,NG/KOH/83K2/2015/166,Nagaland,Kohima,NH-29,25.666,94.09,N25E094,1202,324,1360.0,9.283,261.4568
24491,NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,25.66667,94.10972,N25E094,1200,395,1425.0,13.4404,190.8292
24492,NG/KOH/83K2/2015/94,Nagaland,Kohima,Kohima-Khonoma road,25.667,94.035,N25E094,1199,126,1555.0,34.1666,52.5433
24493,NG/PHE/83K6/2015/273,Nagaland,Phek,Chakhabama-Chozuba-,25.667,94.253,N25E094,1199,911,1560.0,27.2158,342.2074
24494,NG/KOH/83K2/2015/89,Nagaland,Kohima,Western downslope of,25.667,94.094,N25E094,1199,338,1328.0,10.7816,60.7388
24495,NG/PHE/83K6/2015/266,Nagaland,Phek,Chakhabama-Chozuba-,25.667,94.254,N25E094,1199,914,1564.0,30.5862,350.3796
24496,NG/PHE/83K2/2015/127,Nagaland,Phek,On Chakhabama-Chozuba-,25.667,94.211,N25E094,1199,760,809.0,17.2583,20.2957
24498,NG/KOH/83K2/2015/157,Nagaland,Kohima,NH-29,25.667,94.089,N25E094,1199,320,1332.0,11.602,259.7813
24500,NG/PHE/83K2/2015/121,Nagaland,Phek,On Chakhabama-Chozuba-,25.667,94.21,N25E094,1199,756,811.0,24.7127,14.6944
24501,NG/PHE/83K10/2017/1,Nagaland,Phek,Waziho,25.667,94.718944,N25E094,1199,2588,1292.0,21.6384,1.2971
24502,NG/PHE/83K6/2015/265,Nagaland,Phek,Phek Bawe-Phek Town road,25.668,94.464,N25E094,1195,1670,1374.0,25.5487,196.9288
24503,NG/KOH/83K2/2015/51,Nagaland,Kohima,"Army cantonement, Kohima",25.668,94.107,N25E094,1195,385,1409.0,16.6034,172.2111
24504,NG/KOH/83K2/2015/148,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.668,94.051,N25E094,1195,184,1394.0,49.851,89.2176
24505,NL/KOH/83K02/2014/09,Nagaland,Kohima,11km- slide,25.66806,94.05525,N25E094,1195,199,1301.0,8.9742,346.8528
24506,NG/PHE/83K10/2017/28,Nagaland,Phek,LanezhoKizare road,25.668417,94.543194,N25E094,1194,1955,665.0,29.2029,71.4233
24507,NL/KOH/83K02/2014/11,Nagaland,Kohima,Right bank of Dziidza bridge along NH-,25.66897,94.04664,N25E094,1192,168,1591.0,23.588,302.518
24508,NG/KOH/83K2/2015/97,Nagaland,Kohima,NE downslope of Paramedical,25.669,94.091,N25E094,1192,328,1326.0,18.4344,16.4323
24509,NG/KOH/83K2/2015/112,Nagaland,Kohima,"Army cantonement, Kohima",25.669,94.114,N25E094,1192,410,1348.0,13.6095,79.4044
24510,NG/PHE/83K2/2015/56,Nagaland,Phek,On Chakhabama-Chozuba-,25.669,94.218,N25E094,1192,785,760.0,14.6369,251.0098
24511,NG/KOH/83K2/2015/177,Nagaland,Kohima,"New Market colony, Kohima",25.669,94.104,N25E094,1192,374,1429.0,18.8258,350.1418
24512,NG/KOH/83K2/2015/133,Nagaland,Kohima,"Army cantonement, Kohima",25.669,94.114,N25E094,1192,410,1348.0,13.6095,79.4044
24513,NG/KOH/83K2/2015/147,Nagaland,Kohima,NE downslope of Paramedical,25.669,94.091,N25E094,1192,328,1326.0,18.4344,16.4323
24514,NG/KOH/83K2/2015/123,Nagaland,Kohima,On Kohima-Chakhabama road,25.669,94.192,N25E094,1192,691,985.0,17.6066,203.3387
24516,NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,25.66917,94.10722,N25E094,1191,386,1452.0,14.9839,169.3659
24517,NL/KOH/83K02/2014/08,Nagaland,Kohima,7.5 km slide,25.66969,94.06267,N25E094,1189,226,1445.0,34.5385,190.9054
24518,NL/KOH/83K02/2014/43,Nagaland,Kohima,Assam Rifle cantonment,25.66977,94.11269,N25E094,1189,406,1357.0,13.7142,32.2475
24519,NG/KOH/83K2/2015/92,Nagaland,Kohima,"Assam Rifles Cantonment,",25.67,94.113,N25E094,1188,407,1350.0,13.4614,30.4293
24520,NG/KOH/83K2/2015/93,Nagaland,Kohima,"D'Block colony, Kohima Town",25.67,94.109,N25E094,1188,392,1465.0,6.7999,101.7496
24521,NG/PHE/83K2/2015/98,Nagaland,Phek,On the immediate downslope of,25.67,94.211,N25E094,1188,760,797.0,24.2361,94.1241
24522,NG/KOH/83K2/2015/242,Nagaland,Kohima,Kohima-Khonoma-Pedi-Peren,25.67,94.062,N25E094,1188,223,1459.0,27.0941,171.4192
24523,NG/PHE/83K6/2015/246,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.67,94.397,N25E094,1188,1429,1389.0,32.7048,229.0446
24524,NG/PHE/83K6/2015/319,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.67,94.382,N25E094,1188,1375,1639.0,33.4619,55.2882
24526,NG/PHE/83K2/2015/65,Nagaland,Phek,On Chakhabama-Chozuba-,25.671,94.21,N25E094,1184,756,836.0,17.3707,64.7276
24528,NG/PHE/83K2/2015/161,Nagaland,Phek,On the immediate downslope of,25.671,94.217,N25E094,1184,781,796.0,20.6825,267.5424
24529,NG/PHE/83K2/2015/126,Nagaland,Phek,On Chakhabama-Chozuba-,25.671,94.209,N25E094,1184,752,858.0,13.149,29.9827
24530,NL/KOH/83K02/2014/14,Nagaland,Kohima,Jotsoma village science college road,25.6715,94.06942,N25E094,1183,250,1551.0,21.2521,357.3531
24531,NG/PHE/83K2/2015/105,Nagaland,Phek,On Chakhabama-Chozuba-,25.672,94.218,N25E094,1181,785,849.0,25.426,280.7943
24533,NG/KOH/83K2/2015/88,Nagaland,Kohima,T-Khel Model village road,25.672,94.101,N25E094,1181,364,1325.0,16.9778,31.9685
24534,NG/KOH/83K2/2015/202,Nagaland,Kohima,"Daklane colony, Kohima Town",25.672,94.106,N25E094,1181,382,1412.0,19.8665,280.9761
24535,NAG/KOH/83K02/2008/F-4(B),Nagaland,Kohima,Daklane (Sector-II) slide,25.67222,94.11083,N25E094,1180,399,1382.0,13.6974,102.4659
24536,NL/KOH/83K02/2014/06,Nagaland,Kohima,Police check gate,25.67286,94.08883,N25E094,1178,320,1234.0,12.0879,80.208
24538,NG/KOH/83K2/2015/86,Nagaland,Kohima,On Bye-Pass Police Checkgate,25.673,94.077,N25E094,1177,277,1424.0,26.2407,26.5091
24539,NG/KOH/83K2/2015/162,Nagaland,Kohima,T-Khel Model village road,25.673,94.101,N25E094,1177,364,1285.0,17.2584,339.7034
24540,NG/PHE/83K14/2017/67,Nagaland,Phek,Kuzato to Wazeho,25.673292,94.7597,N25E094,1176,2735,1522.0,14.4403,263.684
24541,NG/PHE/83K10/2017/2,Nagaland,Phek,Waziho,25.673472,94.716222,N25E094,1176,2578,1204.0,15.2202,4.7334
24542,NG/KOH/83K2/2015/43,Nagaland,Kohima,NH-29,25.674,94.085,N25E094,1174,306,1314.0,9.5631,68.8804
24544,NG/PHE/83K14/2017/63,Nagaland,Phek,Kuzato to Wazeho,25.674944,94.762694,N25E094,1170,2746,1652.0,22.6123,253.634
24546,NG/PHE/83K6/2015/337,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.675,94.397,N25E094,1170,1429,1420.0,34.9924,255.6056
24548,NL/KOH/83K02/2014/47,Nagaland,Kohima,Mezomavillage slide,25.67661,94.02364,N25E094,1164,85,1435.0,29.2424,117.0908
24549,NG/KOH/83K2/2015/187,Nagaland,Kohima,"Naga Bazaar colony, Kohima",25.677,94.104,N25E094,1163,374,1358.0,15.2544,310.7635
24551,NG/KOH/83K2/2015/33,Nagaland,Kohima,SE downslope of Kohima,25.677,94.08,N25E094,1163,288,1285.0,12.297,35.2255
24553,NG/KOH/83K2/2015/180,Nagaland,Kohima,Mezoma Village,25.677,94.0202,N25E094,1163,73,1540.0,13.3578,351.2987
24555,NG/KOH/83K2/2015/226,Nagaland,Kohima,"Keziekie colony, Kohima Town",25.678,94.109,N25E094,1159,392,1435.0,18.4015,272.789
24557,NG/PHE/83K6/2015/262,Nagaland,Phek,Phek Bawe-Phek Town road,25.679,94.458,N25E094,1156,1649,1552.0,17.9639,85.705
24560,NG/KOH/83K2/2015/48,Nagaland,Kohima,T-Khel Model village road,25.679,94.096,N25E094,1156,346,1255.0,20.959,208.7276
24561,NG/KOH/83K2/2015/132,Nagaland,Kohima,Western downslope of Christ,25.68,94.117,N25E094,1152,421,1500.0,2.0702,321.6007
24562,NG/PHE/83K6/2015/312,Nagaland,Phek,Chakhabama-Chozuba-,25.68,94.287,N25E094,1152,1033,1682.0,14.3021,27.2562
24563,NG/PHE/83K14/2017/68,Nagaland,Phek,Laruri village,25.680167,94.837944,N25E094,1151,3017,927.0,18.7947,33.654
24566,NG/PHE/83K6/2015/335,Nagaland,Phek,Chakhabama-Chozuba-,25.681,94.285,N25E094,1148,1026,1671.0,26.2948,331.206
24567,NG/PHE/83K6/2015/338,Nagaland,Phek,Pfiitsero-Sakraba-Phek road,25.681,94.387,N25E094,1148,1393,1468.0,29.2125,50.4392
24569,NG/KOH/83K2/2015/107,Nagaland,Kohima,On Bye-Pass road to Jotsoma,25.682,94.052,N25E094,1145,187,1272.0,17.2708,347.4875
24573,NG/KOH/83K2/2015/150,Nagaland,Kohima,T-Khel Model village road,25.682,94.096,N25E094,1145,346,1288.0,18.1581,239.6082
24574,NG/PHE/83K14/2017/62,Nagaland,Phek,Kuzato to Wazeho,25.682333,94.760111,N25E094,1144,2736,1598.0,27.9337,239.752
24579,NL/KOH/83K02/2014/29,Nagaland,Kohima,Kohima Ring road,25.68375,94.12436,N25E094,1139,448,1357.0,19.4504,28.0665
24580,NG/KOH/83K2/2015/45,Nagaland,Kohima,Secretariat-BSF Camp road,25.684,94.119,N25E094,1138,428,1444.0,18.9623,61.1242
24582,NG/KOH/83K2/2015/84,Nagaland,Kohima,Secretariat-BSF Camp road,25.685,94.12,N25E094,1134,432,1397.0,25.4784,81.6987
24584,NL/KOH/83K02/2014/28,Nagaland,Kohima,Kohima ring road,25.68525,94.12347,N25E094,1133,444,1313.0,20.1523,352.9712
24585,NG/KOH/83K2/2015/87,Nagaland,Kohima,Secretariat-BSF Camp road,25.686,94.119,N25E094,1130,428,1431.0,13.6865,117.7305
24586,NG/KOH/83K2/2015/47,Nagaland,Kohima,Right bank of Dziiza river along,25.686,94.043,N25E094,1130,155,1003.0,15.1595,320.9614
24587,NG/KMA/83K2/2016/01,Nagaland,Kohima,Landslide at Chainage 171.2 km on,25.68625,94.043194,N25E094,1129,155,997.0,18.192,326.866
24588,NL/KOH/83K02/2014/07,Nagaland,Kohima,Between Jotsama bypass road &,25.68658,94.05319,N25E094,1128,191,1143.0,21.4686,324.3836
24592,NL/KOH/83K02/2014/27,Nagaland,Kohima,Secretariat ring road,25.68703,94.12442,N25E094,1127,448,1265.0,15.2412,98.5417
24593,NL/KOH/83K02/2014/30,Nagaland,Kohima,Rusoma village,25.68772,94.14044,N25E094,1124,506,1309.0,24.7546,72.6381
24594,NG/KOH/83K2/2015/101,Nagaland,Kohima,BSF Camp-Riisoma village road,25.688,94.137,N25E094,1123,493,1324.0,27.0705,276.8215
24595,NG/KOH/83K2/2015/82,Nagaland,Kohima,Secretariat-BSF Camp road,25.688,94.12,N25E094,1123,432,1422.0,11.2842,112.6661
24596,NG/KOH/83G14/2015/24,Nagaland,Kohima,SW of Thekriijuma,25.688,93.907,N25E093,1123,3265,916.0,19.1051,93.349
24597,NG/KOH/83K2/2015/163,Nagaland,Kohima,Secretariat-BSF Camp road,25.688,94.121,N25E094,1123,436,1380.0,24.0405,94.6835
24599,NG/KOH/83K2/2015/49,Nagaland,Kohima,Secretariat-BSF Camp road,25.691,94.121,N25E094,1112,436,1396.0,6.4649,0.0
24600,NG/KOH/83K2/2015/60,Nagaland,Kohima,Secretariat-BSF Camp road,25.692,94.11,N25E094,1109,396,1415.0,24.22,62.689
24602,NG/KOH/83K2/2015/137,Nagaland,Kohima,Right bank of stream,25.692,94.065,N25E094,1109,234,932.0,12.5509,1.1559
24603,NG/PHE/83K6/2015/320,Nagaland,Phek,Phek-Ketsapo road.,25.692,94.444,N25E094,1109,1598,1302.0,15.1804,342.6666
24604,NG/PHE/83K10/2017/30,Nagaland,Phek,ThezatseMeluri road,25.692222,94.584722,N25E094,1108,2105,985.0,32.7284,232.8069
24606,NG/KOH/83K2/2015/96,Nagaland,Kohima,Secretariat-BSF Camp road,25.694,94.107,N25E094,1102,385,1423.0,14.7059,51.9183
24607,NG/KOH/83K2/2015/129,Nagaland,Kohima,Downslope of High School-,25.694,94.103,N25E094,1102,371,1341.0,13.1753,266.0348
24608,NG/KOH/83K2/2015/72,Nagaland,Kohima,Secretariat-BSF Camp road,25.695,94.108,N25E094,1098,389,1385.0,16.3284,78.8489
24610,NG/PHE/83K6/2015/301,Nagaland,Phek,Eastern downslope of Army,25.695,94.459,N25E094,1098,1652,1561.0,26.8768,127.9406
24611,NG/PHE/83K6/2015/289,Nagaland,Phek,Chazouba-Phek road,25.695,94.349,N25E094,1098,1256,1866.0,32.9875,352.4461
24612,NL/KOH/83K02/2014/26,Nagaland,Kohima,Nagaland secretariat road,25.69506,94.11203,N25E094,1098,403,1288.0,17.8135,74.6636
24613,NL/KOH/83K02/2014/25,Nagaland,Kohima,Nagaland Secretariat road,25.69583,94.10833,N25E094,1095,390,1368.0,23.4534,74.3051
24614,NG/PHE/83K6/2015/278,Nagaland,Phek,Riinguzu village,25.696,94.318,N25E094,1094,1145,1511.0,30.6448,227.9778
24617,NG/KOH/83K2/2015/175,Nagaland,Kohima,Downslope of High School-,25.696,94.104,N25E094,1094,374,1338.0,20.4991,302.7673
24619,NG/KOH/83G14/2015/25,Nagaland,Kohima,SW of Thekriijuma,25.696,93.924,N25E093,1094,3326,971.0,20.8752,175.9482
24622,NG/PHE/83K6/2015/251,Nagaland,Phek,"Police colony approach road,",25.697,94.464,N25E094,1091,1670,1494.0,23.9298,97.3353
24623,NG/KOH/83K2/2015/134,Nagaland,Kohima,Downslope of High School-,25.697,94.105,N25E094,1091,378,1350.0,22.8158,296.2645
24624,NG/KOH/83G14/2015/31,Nagaland,Kohima,WSW of Thekriijuma,25.697,93.916,N25E093,1091,3298,825.0,30.1885,310.8375
24626,NG/KOH/83K2/2015/196,Nagaland,Kohima,Agri-link road,25.698,94.085,N25E094,1087,306,1246.0,21.2315,180.0
24628,NG/PHE/83K14/2017/82,Nagaland,Phek,Phor village to Kuzato,25.69925,94.761833,N25E094,1083,2743,1353.0,36.834,358.282
24629,NG/PHE/83K14/2017/80,Nagaland,Phek,Phor village to Kuzato,25.699556,94.775583,N25E094,1082,2792,1419.0,31.6081,1.6728
24630,NG/PHE/83K14/2017/81,Nagaland,Phek,Phor village to Kuzato,25.700278,94.767222,N25E094,1079,2762,1352.0,33.6298,352.6291
24631,NG/PHE/83K14/2017/79,Nagaland,Phek,Phor village to Kuzato,25.700506,94.775633,N25E094,1078,2792,1418.0,48.6505,270.2041
24632,NG/PHE/83K14/2017/78,Nagaland,Phek,Phor village to Kuzato,25.700692,94.775594,N25E094,1078,2792,1418.0,48.6505,270.2041
24633,NG/PHE/83K14/2017/77,Nagaland,Phek,Phor village to Kuzato,25.700944,94.775361,N25E094,1077,2791,1366.0,45.5387,260.8592
24635,NL/KOH/83K02/2014/31,Nagaland,Kohima,Rusoma village Agri-link road,25.70106,94.14167,N25E094,1076,510,1189.0,13.7941,126.3991
24636,NG/PHE/83K6/2015/249,Nagaland,Phek,Chozuba-Phek road,25.703,94.338,N25E094,1069,1217,1810.0,28.3834,78.7707
24637,NG/KOH/83K2/2015/215,Nagaland,Kohima,Rusoma village,25.703,94.137,N25E094,1069,493,1346.0,23.7709,104.3641
24639,NG/PHE/83K6/2015/272,Nagaland,Phek,Phek Town,25.706,94.466,N25E094,1058,1678,1362.0,32.4187,81.941
24640,NG/PHE/83K6/2015/317,Nagaland,Phek,Phek Town,25.706,94.468,N25E094,1058,1685,1263.0,25.1259,69.8081
24641,NG/PHE/83K6/2015/275,Nagaland,Phek,Phek Town,25.707,94.466,N25E094,1055,1678,1353.0,24.2011,92.0641
24642,NG/KOH/83K2/2015/168,Nagaland,Kohima,NH-29,25.708,94.04,N25E094,1051,144,1027.0,4.2352,330.9728
24643,NG/PHE/83K6/2015/296,Nagaland,Phek,Chazouba-Phek road,25.708,94.386,N25E094,1051,1390,2072.0,38.847,83.0733
24644,NA/DIM/83G13/2020/20,Nagaland,Dimapur,NH29/Dimapur-Kohima Rd,25.71,93.74,N25E093,1044,2664,380.0,17.9902,317.3313
24645,NA/DIM/83G13/2020/21,Nagaland,Dimapur,NH29/Dimapur-Kohima Rd,25.71,93.74,N25E093,1044,2664,380.0,17.9902,317.3313
24646,NL/KOH/83K02/2014/23,Nagaland,Kohima,Meirema village (300m approx north,25.71092,94.09306,N25E094,1041,335,1414.0,14.5542,183.9681
24648,NG/KOH/83K2/2015/36,Nagaland,Kohima,NH-61,25.711,94.09,N25E094,1040,324,1432.0,17.365,254.2303
24649,NG/PHE/83K10/2017/29,Nagaland,Phek,Thezatse village,25.711278,94.579944,N25E094,1039,2088,1109.0,35.6726,235.6837
24650,NG/KOH/83G14/2015/30,Nagaland,Kohima,NNE of Thekriijuma village,25.712,93.949,N25E093,1037,3416,1243.0,35.3903,283.1715
24651,NL/KOH/83K02/2014/22,Nagaland,Kohima,Meirima,25.71281,94.09194,N25E094,1034,331,1446.0,19.7567,196.7164
24652,NG/KOH/83K2/2015/109,Nagaland,Kohima,Downslope of NH-61,25.713,94.088,N25E094,1033,317,1394.0,21.7907,269.42
24653,NG/KOH/83K2/2015/46,Nagaland,Kohima,NH-61,25.713,94.088,N25E094,1033,317,1394.0,21.7907,269.42
24655,NG/PHE/83K6/2015/290,Nagaland,Phek,Chazouba-Khesomi-,25.713,94.309,N25E094,1033,1112,1467.0,45.3035,296.134
24656,NG/KOH/83K2/2015/41,Nagaland,Kohima,NH-61,25.714,94.087,N25E094,1030,313,1380.0,22.1896,202.6708
24657,NG/KOH/83K2/2015/135,Nagaland,Kohima,Approx. 50m downslope of NH-,25.714,94.086,N25E094,1030,310,1367.0,21.9118,205.1092
24658,NG/PHE/83K14/2017/70,Nagaland,Phek,4km NW of Sutsii village,25.715956,94.810833,N25E094,1023,2919,1324.0,23.6184,23.6172
