Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,event_date,elevation,slope,aspect,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
23943,MIZ/KHAW/84E08/2025/231,Mizoram,Khawzawl,Vaphai,23.14788,93.323791,2025-06-01,1548.0,20.8789,138.8755,26.3,69.9,184.8,Open-Meteo historical weather,reanalysis,available,0.422958,0.412917,0.302958,0.313,0.362958,Open-Meteo ERA5-Land,reanalysis,available
23944,MIZ/KHAW/84E03/2025/232,Mizoram,Khawzawl,NH 6,23.486306,93.220639,2025-06-12,819.0,23.4516,50.6273,0.6,1.8,30.2,Open-Meteo historical weather,reanalysis,available,0.414333,0.415167,0.40625,0.314,0.387437,Open-Meteo ERA5-Land,reanalysis,available
23945,MIZ/KHAW/84E02/2025/233,Mizoram,Khawzawl,NH 6,23.544052,93.155591,2025-06-14,1004.0,25.2503,44.5865,8.3,11.0,54.2,Open-Meteo historical weather,reanalysis,available,0.417542,0.414667,0.402875,0.317042,0.388031,Open-Meteo ERA5-Land,reanalysis,available
23946,MIZ/KHAW/84E02/2025/234,Mizoram,Khawzawl,NH 6,23.545766,93.147931,2025-06-14,946.0,30.9147,66.0787,8.3,11.0,54.2,Open-Meteo historical weather,reanalysis,available,0.420458,0.419417,0.408958,0.324417,0.393312,Open-Meteo ERA5-Land,reanalysis,available
23947,MIZ/KHAW/84E02/2025/235,Mizoram,Khawzawl,NH 6,23.5266,93.192968,2025-06-14,1187.0,30.2005,48.6577,4.7,6.6,43.9,Open-Meteo historical weather,reanalysis,available,0.417542,0.414667,0.402875,0.317042,0.388031,Open-Meteo ERA5-Land,reanalysis,available
23948,MIZ/SAI/84A14/2025/236,Mizoram,Saitual,NH 6,23.667553,92.89259,2025-06-15,372.0,21.9422,169.8927,6.9,31.2,65.2,Open-Meteo historical weather,reanalysis,available,0.424542,0.425125,0.417542,0.346542,0.403438,Open-Meteo ERA5-Land,reanalysis,available
23950,MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,NH 6,23.700835,92.877449,2025-06-15,527.0,23.8334,137.9069,12.5,34.3,73.7,Open-Meteo historical weather,reanalysis,available,0.424542,0.425125,0.417542,0.346542,0.403438,Open-Meteo ERA5-Land,reanalysis,available
23951,MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,Sesawng,23.760466,92.848969,2025-05-31,829.0,14.647,192.7054,24.3,153.5,256.8,Open-Meteo historical weather,reanalysis,available,0.4235,0.422625,0.394167,0.313417,0.388427,Open-Meteo ERA5-Land,reanalysis,available
23952,MIZ/AIZ/84A13/2025/240,Mizoram,Aizawl,Mualmam,23.807952,92.834037,2025-06-01,534.0,39.0866,56.4256,32.1,154.9,258.3,Open-Meteo historical weather,reanalysis,available,0.4255,0.425167,0.407333,0.314958,0.39324,Open-Meteo ERA5-Land,reanalysis,available
23953,MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,Zohmun,24.285871,92.94599,2025-06-14,904.0,24.7462,220.1939,6.9,13.2,30.5,Open-Meteo historical weather,reanalysis,available,0.412708,0.407,0.397167,0.336917,0.388448,Open-Meteo ERA5-Land,reanalysis,available
23954,MIZ/AIZ/83D15/2025/242,Mizoram,Aizawl,Zohmun,24.288014,92.946017,2025-06-14,923.0,27.6595,259.3204,6.9,13.2,30.5,Open-Meteo historical weather,reanalysis,available,0.412708,0.407,0.397167,0.336917,0.388448,Open-Meteo ERA5-Land,reanalysis,available
23955,MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,Mauchar,24.354658,92.925511,2025-05-29,689.0,13.5924,129.497,23.0,66.1,130.8,Open-Meteo historical weather,reanalysis,available,0.427417,0.426917,0.396208,0.322417,0.39324,Open-Meteo ERA5-Land,reanalysis,available
23956,MIZ/AIZ/83D15/2025/244,Mizoram,Aizawl,Mauchar,24.365715,92.930137,2025-06-01,610.0,29.8947,224.6857,28.9,133.3,211.6,Open-Meteo historical weather,reanalysis,available,0.428208,0.428667,0.424042,0.334917,0.403958,Open-Meteo ERA5-Land,reanalysis,available
23957,MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,Sesawng,23.747519,92.853155,2025-06-15,808.0,31.0903,257.2045,12.5,34.3,73.7,Open-Meteo historical weather,reanalysis,available,0.424542,0.425125,0.417542,0.346542,0.403438,Open-Meteo ERA5-Land,reanalysis,available
23963,Mizoram/Aizawl/84A09/2018/0,Mizoram,Aizawl,Selesih Slide,24.80375556,92.733375,2018-04-28,18.0,0.8006,253.1651,0.9,2.3,8.7,Open-Meteo historical weather,reanalysis,available,0.406583,0.427833,0.422417,0.439,0.423958,Open-Meteo ERA5-Land,reanalysis,available
23966,Mizoram/Aizawl/84A14/2020/0,Mizoram,Aizawl,Zemabawk landslide,24.73197222,92.75988889,2020-02-02,19.0,1.1214,245.5754,0.0,1.7,3.3,Open-Meteo historical weather,reanalysis,available,0.244042,0.300625,0.344,0.452,0.335167,Open-Meteo ERA5-Land,reanalysis,available
23971,MZ/AZL/84A/10/2023/01,Mizoram,Aizawl,Vaivakawn landslide,23.74150833,92.70785833,2023-06-04,888.0,38.0342,41.3961,0.9,2.1,4.0,Open-Meteo historical weather,reanalysis,available,0.255625,0.265708,0.218167,0.300208,0.259927,Open-Meteo ERA5-Land,reanalysis,available
23979,MZ/AZL/84A10/2016/01,Mizoram,Aizawl,Tlungvel slide,23.60830556,92.85058333,2016-09-17,1111.0,31.4003,237.0676,7.8,42.6,77.1,Open-Meteo historical weather,reanalysis,available,0.424625,0.425958,0.425417,0.419375,0.423844,Open-Meteo ERA5-Land,reanalysis,available
23992,MIZ/AZL/84A11/2025/020,Mizoram,Aizawl,Thiak to N. Lungsai (Aizawl-,23.4807,92.7025,2025-09-13,997.0,24.8931,54.8585,19.0,51.9,86.7,Open-Meteo historical weather,reanalysis,available,0.422083,0.421833,0.425417,0.41925,0.422146,Open-Meteo ERA5-Land,reanalysis,available
23993,MIZ/AZL/84A11/2025/021,Mizoram,Aizawl,Thiak to N. Lungsai (Aizawl-,23.4855,92.7033,2024-07-02,978.0,13.7922,47.4742,17.0,81.2,150.2,Open-Meteo historical weather,reanalysis,available,0.428125,0.428958,0.426792,0.341792,0.406417,Open-Meteo ERA5-Land,reanalysis,available
23995,MIZ/AZL/84A11/2025/023,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei SH,23.4946,92.7044,2024-08-25,929.0,44.6092,273.9992,3.9,38.9,168.7,Open-Meteo historical weather,reanalysis,available,0.423083,0.425542,0.428208,0.428417,0.426312,Open-Meteo ERA5-Land,reanalysis,available
23999,MIZ/SER/84A12/2025/027,Mizoram,Serchhip,Aizawl-Thenzawl-Lunglei SH,23.239287,92.74818,2025-06-02,748.0,12.0387,114.6756,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24000,MIZ/SER/84A12/2025/028,Mizoram,Serchhip,Buangpui,23.237356,92.744978,2025-06-05,774.0,8.3869,151.4475,0.7,13.4,288.7,Open-Meteo historical weather,reanalysis,available,0.413958,0.416792,0.41475,0.311708,0.389302,Open-Meteo ERA5-Land,reanalysis,available
24002,MIZ/LUN/84A12/2025/030,Mizoram,Lunglei,Aizawl-Thenzawl-Lunglei SH,23.230114,92.740067,2025-06-02,781.0,16.1814,107.0303,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24003,MIZ/LUN/84A12/2025/031,Mizoram,Lunglei,2 kms north of Kanghmun S,23.229731,92.73968,2025-05-24,786.0,17.3052,102.7569,4.9,16.5,30.1,Open-Meteo historical weather,reanalysis,available,0.357375,0.281208,0.193,0.303417,0.28375,Open-Meteo ERA5-Land,reanalysis,available
24004,MIZ/LUN/84A12/2025/032,Mizoram,Lunglei,Outside Kanghmun S,23.226843,92.740266,2025-06-02,757.0,17.4034,75.7997,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24005,MIZ/LUN/84A12/2025/033,Mizoram,Lunglei,Kanghmun S,23.225357,92.74039,2025-06-06,756.0,10.4132,117.5453,1.5,5.0,116.7,Open-Meteo historical weather,reanalysis,available,0.40275,0.406917,0.40975,0.314083,0.383375,Open-Meteo ERA5-Land,reanalysis,available
24007,MIZ/LUN/84A12/2025/037,Mizoram,Lunglei,Outside Kanghmun S Aizawl-,23.204595,92.73861,2025-06-03,795.0,32.553,333.3631,9.9,82.6,336.1,Open-Meteo historical weather,reanalysis,available,0.418583,0.421125,0.409625,0.306167,0.388875,Open-Meteo ERA5-Land,reanalysis,available
24014,MIZ/LUN/84A12/2025/044,Mizoram,Lunglei,South of Kanghmun S,23.201335,92.734857,2025-06-02,774.0,25.213,41.6019,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24015,MIZ/LUN/84A12/2025/045,Mizoram,Lunglei,South of Kanghmun S,23.201614,92.734453,2025-06-02,763.0,30.3032,40.3849,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24016,MIZ/LUN/84A12/2025/046,Mizoram,Lunglei,South of Kanghmun S,23.201759,92.734328,2025-06-02,763.0,30.3032,40.3849,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24018,MIZ/LUN/84A12/2025/048,Mizoram,Lunglei,Between Kanghmun S to,23.199924,92.73481,2025-06-02,752.0,19.484,73.3838,12.8,101.8,345.9,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24020,MIZ/LUN/84A12/2025/052,Mizoram,Lunglei,"North of Ramlaitui, Aizawl-",23.197825,92.73502,2025-06-15,741.0,11.5983,115.7089,9.0,25.9,76.8,Open-Meteo historical weather,reanalysis,available,0.419833,0.420625,0.417958,0.33375,0.398042,Open-Meteo ERA5-Land,reanalysis,available
24023,MIZ/LUN/84A12/2025/055,Mizoram,Lunglei,"North of Ramlaitui, Aizawl-",23.193237,92.734819,2025-06-02,793.0,25.8645,81.8417,12.1,87.8,270.5,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24024,MIZ/LUN/84A12/2025/056,Mizoram,Lunglei,"North of Ramlaitui, Aizawl-",23.191775,92.734778,2025-06-06,785.0,18.1515,138.8499,0.7,5.5,101.0,Open-Meteo historical weather,reanalysis,available,0.40275,0.406917,0.40975,0.314083,0.383375,Open-Meteo ERA5-Land,reanalysis,available
24025,MIZ/LUN/84A12/2025/057,Mizoram,Lunglei,"North of Ramlaitui, Aizawl-",23.191747,92.73459,2025-06-02,785.0,18.1515,138.8499,12.1,87.8,270.5,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24028,MIZ/LUN/84A12/2025/064,Mizoram,Lunglei,"Outside Ramlaitui, Aizawl-",23.188245,92.734327,2025-06-02,812.0,26.4828,35.6785,12.1,87.8,270.5,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24030,MIZ/LUN/84A12/2025/066,Mizoram,Lunglei,"Outside Ramlaitui, Aizawl-",23.18675,92.735178,2025-06-02,850.0,24.9868,61.4702,12.1,87.8,270.5,Open-Meteo historical weather,reanalysis,available,0.426583,0.426375,0.403583,0.304083,0.390156,Open-Meteo ERA5-Land,reanalysis,available
24031,MIZ/LUN/84A12/2025/067,Mizoram,Lunglei,"Outside Ramlaitui, Aizawl-",23.186501,92.735632,2025-09-13,838.0,30.7796,60.7126,5.9,26.9,65.4,Open-Meteo historical weather,reanalysis,available,0.4215,0.42075,0.425,0.422292,0.422385,Open-Meteo ERA5-Land,reanalysis,available
24032,MIZ/LUN/84A12/2025/068,Mizoram,Lunglei,"Outside Ramlaitui, Aizawl-",23.186296,92.7356,2025-09-13,838.0,30.7796,60.7126,5.9,26.9,65.4,Open-Meteo historical weather,reanalysis,available,0.4215,0.42075,0.425,0.422292,0.422385,Open-Meteo ERA5-Land,reanalysis,available
24033,MIZ/LUN/84A12/2025/069,Mizoram,Lunglei,"Outside Ramlaitui, Aizawl-",23.186133,92.735682,2025-09-13,850.0,35.1219,41.0869,5.9,26.9,65.4,Open-Meteo historical weather,reanalysis,available,0.4215,0.42075,0.425,0.422292,0.422385,Open-Meteo ERA5-Land,reanalysis,available
24034,MIZ/LUN/84A12/2025/070,Mizoram,Lunglei,Outside Ramlaitui,23.184091,92.738895,2025-06-01,781.0,27.9462,347.5396,48.3,194.1,293.6,Open-Meteo historical weather,reanalysis,available,0.429208,0.426833,0.364583,0.303,0.380906,Open-Meteo ERA5-Land,reanalysis,available
24041,MIZ/LUN/84A12/2025/084,Mizoram,Lunglei,Aizawl-Thenzawl-Lunglei SH,23.174341,92.740855,2025-09-13,786.0,24.2857,99.8117,5.9,26.9,65.4,Open-Meteo historical weather,reanalysis,available,0.4215,0.42075,0.425,0.422292,0.422385,Open-Meteo ERA5-Land,reanalysis,available
24059,MIZ/LUN/84A12/2025/105,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.152289,92.746243,2025-05-30,891.0,10.8091,314.3857,118.4,169.1,246.8,Open-Meteo historical weather,reanalysis,available,0.429583,0.424625,0.297542,0.303,0.363687,Open-Meteo ERA5-Land,reanalysis,available
24068,MIZ/LUN/84A12/2025/114,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.147798,92.749742,2025-09-13,905.0,18.9014,120.5458,5.9,26.9,65.4,Open-Meteo historical weather,reanalysis,available,0.4205,0.419875,0.424625,0.423,0.422,Open-Meteo ERA5-Land,reanalysis,available
24069,MIZ/LUN/84A16/2025/115,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.144687,92.750609,2025-06-06,861.0,10.0884,62.9402,0.7,5.5,101.0,Open-Meteo historical weather,reanalysis,available,0.400375,0.405375,0.407833,0.3135,0.381771,Open-Meteo ERA5-Land,reanalysis,available
24072,MIZ/LUN/84A16/2025/119,Mizoram,Lunglei,Sekhum,23.141474,92.750577,2025-05-29,838.0,30.376,253.9677,34.4,64.3,133.8,Open-Meteo historical weather,reanalysis,available,0.426458,0.416833,0.245542,0.305,0.348458,Open-Meteo ERA5-Land,reanalysis,available
24074,MIZ/LUN/84A16/2025/121,Mizoram,Lunglei,Sekhum,23.139887,92.751646,2025-05-30,860.0,12.3262,148.4223,118.4,169.1,246.8,Open-Meteo historical weather,reanalysis,available,0.42925,0.424167,0.284083,0.305,0.360625,Open-Meteo ERA5-Land,reanalysis,available
24086,MIZ/LUN/84A12/2025/133,Mizoram,Lunglei,Aizawl-Thenzawl-Lunglei SH,23.131999,92.744413,2025-09-13,807.0,27.6519,344.9074,5.9,26.9,65.4,Open-Meteo historical weather,reanalysis,available,0.4205,0.419875,0.424625,0.423,0.422,Open-Meteo ERA5-Land,reanalysis,available
24100,MIZ/LUN/84A12/2025/150,Mizoram,Lunglei,Mualthuam N,23.11239,92.745417,2025-06-01,838.0,16.924,86.187,43.0,163.7,265.8,Open-Meteo historical weather,reanalysis,available,0.428958,0.425333,0.348917,0.305,0.377052,Open-Meteo ERA5-Land,reanalysis,available
24102,MIZ/LUN/84A12/2025/152,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.113126,92.74564,2025-06-02,833.0,21.847,87.107,13.3,80.2,242.8,Open-Meteo historical weather,reanalysis,available,0.426292,0.425042,0.391,0.305167,0.386875,Open-Meteo ERA5-Land,reanalysis,available
24104,MIZ/LUN/84A12/2025/154,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.108018,92.746279,2025-05-30,763.0,15.6649,116.5753,96.8,145.9,241.8,Open-Meteo historical weather,reanalysis,available,0.429583,0.424208,0.282542,0.304,0.360083,Open-Meteo ERA5-Land,reanalysis,available
24105,MIZ/LUN/84A12/2025/155,Mizoram,Lunglei,Mualthuam N,23.10565,92.745979,2025-05-30,711.0,17.5285,224.149,96.8,145.9,241.8,Open-Meteo historical weather,reanalysis,available,0.429583,0.424208,0.282542,0.304,0.360083,Open-Meteo ERA5-Land,reanalysis,available
24111,MIZ/LUN/84A16/2025/161,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.100785,92.751508,2025-05-30,780.0,13.0859,224.4536,96.8,145.9,241.8,Open-Meteo historical weather,reanalysis,available,0.42925,0.424167,0.284083,0.305,0.360625,Open-Meteo ERA5-Land,reanalysis,available
24112,MIZ/LUN/84A16/2025/162,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.099615,92.752199,2025-06-06,780.0,7.8078,135.0985,1.6,5.4,99.2,Open-Meteo historical weather,reanalysis,available,0.400375,0.405375,0.407833,0.3135,0.381771,Open-Meteo ERA5-Land,reanalysis,available
24115,MIZ/LUN/84A16/2025/165,Mizoram,Lunglei,Below Aizawl-Thenzawl-Lunglei,23.092076,92.752286,2025-09-13,754.0,22.4904,292.4092,10.0,39.8,70.6,Open-Meteo historical weather,reanalysis,available,0.422667,0.421792,0.424875,0.421958,0.422823,Open-Meteo ERA5-Land,reanalysis,available
24120,MIZ/LUN/84A16/2025/175,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.074255,92.76222,2025-06-01,771.0,21.8159,252.951,43.0,163.7,265.8,Open-Meteo historical weather,reanalysis,available,0.428875,0.425042,0.348333,0.305083,0.376833,Open-Meteo ERA5-Land,reanalysis,available
24122,MIZ/LUN/84A16/2025/177,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.069585,92.765797,2025-05-31,800.0,13.4304,38.7776,27.9,119.3,223.3,Open-Meteo historical weather,reanalysis,available,0.42325,0.416417,0.321333,0.305,0.3665,Open-Meteo ERA5-Land,reanalysis,available
24123,MIZ/LUN/84A16/2025/178,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.067473,92.767201,2025-05-30,843.0,25.498,40.2102,69.0,112.3,201.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.424167,0.284083,0.305,0.360625,Open-Meteo ERA5-Land,reanalysis,available
24126,MIZ/LUN/84A16/2025/181,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.063838,92.769004,2025-06-15,897.0,25.3925,72.6384,7.2,36.6,96.8,Open-Meteo historical weather,reanalysis,available,0.420208,0.421875,0.419042,0.332875,0.3985,Open-Meteo ERA5-Land,reanalysis,available
24127,MIZ/LUN/84A16/2025/182,Mizoram,Lunglei,"Aizawl-Thenzawl-Lunglei SH,",23.061745,92.770105,2025-05-30,941.0,20.6498,24.1099,69.0,112.3,201.5,Open-Meteo historical weather,reanalysis,available,0.42925,0.424167,0.284083,0.305,0.360625,Open-Meteo ERA5-Land,reanalysis,available
24466,NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,25.66083,94.10278,2008-08-02,1483.0,3.1786,150.9825,23.6,70.0,130.5,Open-Meteo historical weather,reanalysis,available,0.479167,0.480708,0.505708,0.516292,0.495469,Open-Meteo ERA5-Land,reanalysis,available
24491,NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,25.66667,94.10972,2007-08-12,1425.0,13.4404,190.8292,24.7,47.7,76.7,Open-Meteo historical weather,reanalysis,available,0.479708,0.494917,0.468375,0.504,0.48675,Open-Meteo ERA5-Land,reanalysis,available
24516,NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,25.66917,94.10722,2008-08-16,1452.0,14.9839,169.3659,7.7,32.8,158.5,Open-Meteo historical weather,reanalysis,available,0.471583,0.493667,0.501625,0.51425,0.495281,Open-Meteo ERA5-Land,reanalysis,available
24660,NL/KOH/83K02/2014/04,Nagaland,Kohima,Meriema,25.71611,94.08883,2013-07-03,1449.0,16.1449,341.9207,18.1,62.0,196.7,Open-Meteo historical weather,reanalysis,available,0.47725,0.491458,0.477417,0.51475,0.490219,Open-Meteo ERA5-Land,reanalysis,available
24751,NL/DIM/83G13/2014/02,Nagaland,Dimapur,Kukidolong-2,25.76939,93.80278,2013-07-16,290.0,23.2863,117.4357,47.6,83.5,110.5,Open-Meteo historical weather,reanalysis,available,0.482542,0.481042,0.509875,0.51175,0.496302,Open-Meteo ERA5-Land,reanalysis,available
24795,NL/DIM/83G13/2014/01,Nagaland,Dimapur,Kukidolong-1,25.78417,93.80028,2013-07-16,251.0,16.1016,265.1748,47.6,83.5,110.5,Open-Meteo historical weather,reanalysis,available,0.482542,0.481042,0.509875,0.51175,0.496302,Open-Meteo ERA5-Land,reanalysis,available
25490,NAG/TUE/83J15/2009/F-13,Nagaland,Tuensang,Ajang (Bhumbak Village),26.36083,94.84,2009-06-04,2004.0,24.7167,283.7321,14.6,22.0,48.3,Open-Meteo historical weather,reanalysis,available,0.447792,0.448333,0.440833,0.391875,0.432208,Open-Meteo ERA5-Land,reanalysis,available
25499,NAG/TUE/83J15/2009/F-12,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,26.37639,94.84056,2009-06-20,1881.0,34.266,221.0269,13.6,29.0,54.3,Open-Meteo historical weather,reanalysis,available,0.43975,0.451375,0.448292,0.418333,0.439438,Open-Meteo ERA5-Land,reanalysis,available
25505,NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,Yangpi Village slide,26.38778,94.82583,2009-07-27,1648.0,21.7458,193.0923,30.9,52.0,110.3,Open-Meteo historical weather,reanalysis,available,0.447958,0.45675,0.455375,0.46,0.455021,Open-Meteo ERA5-Land,reanalysis,available
25506,NAG/TUE/83J15/2009/F-11,Nagaland,Tuensang,Noksen-Tuengsang road slide,26.38778,94.82583,2009-08-20,1648.0,21.7458,193.0923,14.5,45.9,161.8,Open-Meteo historical weather,reanalysis,available,0.457,0.458875,0.453042,0.464,0.458229,Open-Meteo ERA5-Land,reanalysis,available
25523,NL/MON/83J15/2014/09,Nagaland,Mon,Shense slide,26.39936,94.94553,2023-08-17,645.0,28.8583,308.0876,2.0,10.7,41.0,Open-Meteo historical weather,reanalysis,available,0.441708,0.456708,0.459792,0.472,0.457552,Open-Meteo ERA5-Land,reanalysis,available
25538,NL/MON/83J15/2014/12,Nagaland,Mon,Telangsao slide,26.41931,94.97369,2013-08-18,686.0,18.395,334.2259,4.4,35.2,87.3,Open-Meteo historical weather,reanalysis,available,0.449083,0.455083,0.47,0.479,0.463292,Open-Meteo ERA5-Land,reanalysis,available
25793,NA/KOH/83K02/2024/02,Nagaland,Kohima,Kigwema Village,25.6125,94.1272,2024-07-06,1424.0,14.9837,10.6292,51.5,154.2,387.2,Open-Meteo historical weather,reanalysis,available,0.469083,0.494833,0.498667,0.516,0.494646,Open-Meteo ERA5-Land,reanalysis,available
25794,NA/CHU/83G13/2024/01,Nagaland,Chumoukedima,Pagala Pahar landslide,25.7853,93.8014,2024-09-03,237.0,21.7114,322.4446,4.8,43.7,103.9,Open-Meteo historical weather,reanalysis,available,0.472583,0.493,0.481,0.515125,0.490427,Open-Meteo ERA5-Land,reanalysis,available
25797,NA/WKH/83J8/2024/02,Nagaland,Wokha,Tchuyiro landslide,26.08945,94.264217,2024-07-23,1473.0,15.6348,280.8354,7.2,65.0,123.8,Open-Meteo historical weather,reanalysis,available,0.490292,0.476375,0.505708,0.509,0.495344,Open-Meteo ERA5-Land,reanalysis,available
25800,NL/KOH/83K02/2022/003,Nagaland,Kohima,Chiesema,25.7491204,94.0804548,2022-09-25,1262.0,24.4127,239.4544,21.8,83.4,120.3,Open-Meteo historical weather,reanalysis,available,0.468917,0.487625,0.5105,0.51,0.49426,Open-Meteo ERA5-Land,reanalysis,available
25802,NL/KOH/83G13/2022/005,Nagaland,Kohima,Piphema,25.770055,93.937873,2022-10-15,791.0,26.1557,164.6111,2.2,12.0,59.9,Open-Meteo historical weather,reanalysis,available,0.478167,0.482,0.464375,0.50625,0.482698,Open-Meteo ERA5-Land,reanalysis,available
25803,NL/KOH/83G13/2022/006,Nagaland,Kohima,Piphema,25.771451,93.907041,2022-09-30,631.0,13.8711,169.5146,4.8,33.6,113.4,Open-Meteo historical weather,reanalysis,available,0.488708,0.489667,0.492083,0.506,0.494115,Open-Meteo ERA5-Land,reanalysis,available
